x,y,class
1.9276478674186253,0.34437435334657535,1.0
1.2650515355955974,2.533336033357542,1.0
1.7818175770328017,-1.104845991171128,1.0
0.6172538204923547,-0.17667107462557585,1.0
-0.17590640781676814,0.5664087459649707,1.0
-0.15788875005278177,1.398795228614353,1.0
0.9547866037692225,-0.02439640261876358,1.0
0.2913909253999038,0.04428626042310513,1.0
2.0181938423612538,-0.3546528993788768,1.0
0.052998335207233516,-1.0148658201080287,1.0
-2.7078488319314395,0.5997406397501126,1.0
1.0295106452770086,-0.8018296542056087,1.0
2.085189960988242,-1.7446333742369697,1.0
0.05012998894542034,-0.17867603521987546,1.0
1.8389656845642226,1.4878483169942467,1.0
0.13514576344010082,0.16803175228467565,1.0
-0.9489762626497912,-2.068491359830848,1.0
-0.4219449822288931,-0.03550210942413762,1.0
1.337956601382956,1.1738907652825374,1.0
-0.42739751340894977,-0.6451119737851349,1.0
-0.9498241475621199,-1.3226148719828994,1.0
-1.8740960711934553,2.1487996720076286,1.0
-0.78260382776814,-0.4424482833690023,1.0
-1.307036828027959,0.5140553980707512,1.0
-1.5759573251419523,0.12777375023438955,1.0
-0.8819397151802917,0.29429814703745183,1.0
-0.42140030619173735,-1.159488185028981,1.0
-0.02262980201355457,0.34322342797612804,1.0
0.35091233424166085,0.39374457043593847,1.0
-0.7400562254680614,-0.3843419333433297,1.0
-0.8206337886167656,-0.4812113915568403,1.0
-0.9412914268824939,-1.9531449210761225,1.0
0.33288153500734396,-0.45998922886286703,1.0
-1.5193728313006907,0.3287570759803149,1.0
-0.9193708632617099,-0.0902627235620833,1.0
0.8730241962850032,0.07929904941640302,1.0
0.9932259673530235,-1.5631664661156095,1.0
0.4574749510457039,-0.8264871014079347,1.0
-0.8739529926060808,-0.677195686367121,1.0
-0.12071461594761967,0.16499429270134702,1.0
-1.0757074232923902,0.7776022622894913,1.0
0.5589204484404977,-1.1932773645420152,1.0
1.3218149869655873,1.9303570038764208,1.0
0.8489361762762242,0.09978758261275622,1.0
-1.1503350412287108,1.2109675030995322,1.0
-0.7478225971164443,1.5819529478076084,1.0
0.1369006724717406,1.0857705011777183,1.0
0.38653003844092065,0.6554790109543943,1.0
0.3476584812526812,1.4562612526325993,1.0
0.18665482470202172,0.5841184978906957,1.0
1.8771794727289812,-1.3713932180157646,1.0
-1.2990225409004266,0.7238694240759296,1.0
-1.165497928295173,2.0461646903437725,1.0
-0.39989913526361526,-0.8019100316697739,1.0
1.8249970220057794,1.42465545757875,1.0
2.1191078039257776,0.48871766239127673,1.0
-0.8532113937451474,1.8445139696397503,1.0
0.023158219415988335,0.8135548408851557,1.0
1.2442370875137387,-0.579788096699946,1.0
0.7059963513128915,0.9782182435740628,1.0
0.6545323245704171,-1.4276705123488003,1.0
0.2672310125823908,1.3395979490443288,1.0
-0.7937269586404073,0.09368100242091731,1.0
-0.502889988810717,2.2562162372835726,1.0
0.8831303388002201,0.5976285756418703,1.0
-0.6580562781671395,0.32651007308670765,1.0
-0.7605519281595274,0.14638083164579435,1.0
-0.5003346716613375,0.9378700639627513,1.0
0.4831026146897597,-0.3803294325629275,1.0
0.5678275512187514,-1.2549868239385282,1.0
-1.3165952254915232,0.6793389365475445,1.0
0.2579041025379401,0.5635156304983868,1.0
2.391361220092718,1.0631726709110616,1.0
-0.9107851217017439,1.5566755558299514,1.0
-1.514041596636951,-0.6621183222886672,1.0
-0.2636206826716963,1.5954267371403235,1.0
-1.1805411260874217,-0.9523686240470507,1.0
-0.22910946481101013,-0.6477754813272721,1.0
1.2101960387477233,-1.3279747756449773,1.0
-0.967457803858288,-0.0773715987863246,1.0
-0.5396894713113042,2.2444063013121003,1.0
0.9892187058067984,0.4852976251042691,1.0
-1.00197882569253,0.5315820494335939,1.0
-0.9964898732572937,-1.3339061017967961,1.0
1.1941391085604252,0.30956590575583626,1.0
1.1748117738436799,0.1767568165138004,1.0
0.8603337345583348,-0.5863004403783232,1.0
-1.1010010338551774,0.6775686975061195,1.0
-0.648405011529007,-0.6029822534502017,1.0
-0.6172760099132499,-0.20334563813479564,1.0
-0.511814347304814,-1.3747016022603216,1.0
-0.6756063603842991,-2.3897946508678514,1.0
0.5056013605238903,-1.9060655126451604,1.0
-1.0208125987849854,0.04416133419064782,1.0
-0.9915204650723674,1.5487386962442924,1.0
-1.0243325076213778,0.11906369875613099,1.0
0.22374471491669887,-1.2327849922378822,1.0
0.5628422941017273,-0.15199617073781105,1.0
1.0520952344147165,0.8551909233208378,1.0
1.9348556654399205,1.0743338753481495,1.0
-0.6757660486284691,-0.5817732103947707,1.0
1.1088866076782502,0.4635888346772855,1.0
0.6239692035088439,-1.7577278515089236,1.0
-0.1784829845402487,-0.8341999773802345,1.0
0.4206417099719159,0.08767863991078029,1.0
0.9844134186223998,0.1192537052818782,1.0
0.9150542171996439,-0.32863976341435663,1.0
-0.8895168151957614,-0.5307737804063666,1.0
0.12475150121198747,0.46371545049041407,1.0
1.6359376323710269,0.08663325502156577,1.0
-1.3386935346650783,-0.21326946038111014,1.0
-0.49441045433106123,0.7202038099233018,1.0
-1.560429256685811,-0.11406085781089079,1.0
0.12703580504880685,0.4441422951870307,1.0
-0.5920667453930453,-0.2607887617104824,1.0
-1.2753502058808641,-0.4512480100362315,1.0
-0.5440469571833642,0.6892620599420918,1.0
-0.8451596254100991,0.9038633469757336,1.0
1.4372927141943341,-1.7706028263093672,1.0
0.6628826422444424,0.8206874681359039,1.0
-0.8806523417014012,-0.3691374336672055,1.0
-0.2816150125271303,-0.3295933297126002,1.0
-0.2610015831877785,-1.655971924711852,1.0
1.0572965436172703,1.3342093418208032,1.0
-1.1525905125705114,-1.320387621576591,1.0
0.14956822213385096,-0.49926834246837354,1.0
-0.035427701935995454,-0.1436676655985891,1.0
0.7088292558717053,0.7442904193493708,1.0
-0.9292532435769546,-1.5142779823945722,1.0
-1.5414949186528912,0.727093364489066,1.0
-0.6030400094312566,-0.4622446896779902,1.0
-0.401106533376723,-0.3639540827713984,1.0
-2.2022581781133197,0.11767964187213814,1.0
0.2844054847064923,0.38570193773793837,1.0
-0.3929299102545375,0.3738365439474111,1.0
0.6964028404572564,-2.7640368124499366,1.0
2.0562722590122218,0.3788734280197459,1.0
-0.5447211823161123,-0.29428500483148673,1.0
0.4690118521707823,-0.015109942741798457,1.0
-1.685945212648042,2.207096107301507,1.0
-0.0453807345043475,1.0451266159244421,1.0
-0.8945844725381094,1.3309176788307053,1.0
0.3510149951883313,0.3349656096660193,1.0
-1.1985188859396714,1.4674475577555275,1.0
1.0726641039473512,0.9686550142054546,1.0
-0.3027576471812625,-0.523314776629899,1.0
2.3009156802776687,-1.082698148850094,1.0
0.08015912472677664,0.8153560467940599,1.0
0.1889576899858823,0.39397964027569143,1.0
-0.28529132338656044,0.6786151555061292,1.0
-1.3066103170178407,1.7329616968123485,1.0
-0.036253689481031484,-0.8400969039309484,1.0
0.968710952008778,-0.11942613793635548,1.0
-1.1939017969793477,-1.3320604193960262,1.0
0.6013943896192756,-0.28487148277608443,1.0
0.20846575684089197,1.3606268145220675,1.0
-1.1395581065146534,-1.0466638587990496,1.0
-0.9512821831630729,-0.12233374273578194,1.0
-0.06829553048960282,-0.006749385501307326,1.0
-0.19195764390720357,-0.006342185023074334,1.0
-0.4589681962221064,-0.7872857251828677,1.0
0.24602678396617123,-1.1526677858432495,1.0
-1.39785032083174,-0.22907232424252866,1.0
-0.19784852280400125,2.2812297608288694,1.0
-0.7141558189954832,1.076089534841225,1.0
0.5902508519187428,-1.2560610839203694,1.0
1.1524894231292286,-1.3438378678704719,1.0
-2.7154873241567614,0.4884421839636669,1.0
-1.6669343109562693,0.6554129262943287,1.0
-0.7836532214544385,1.573267927968935,1.0
1.012713078255403,-0.3474190471563961,1.0
-0.8357166715307214,-1.2892693962883723,1.0
-0.9153614065951945,-0.5567044970835062,1.0
-0.387182295595543,0.33627668991298826,1.0
0.6375366543892509,0.1299007656597141,1.0
-1.0441951655320314,-1.4028554552219448,1.0
1.0339711196519026,-0.4762638208065598,1.0
-0.6395143616049834,-0.8426533441479225,1.0
-2.0362603219250226,-0.6228362678867112,1.0
-0.6342943160526354,0.32237169669921406,1.0
0.5235246447095669,-0.1331094221418159,1.0
0.789591222992216,0.5655563087879381,1.0
0.005283448962888147,-0.0377232751892875,1.0
-0.25757781477222375,-0.5707609334957271,1.0
-0.32773486869631785,-0.9529095008417302,1.0
0.3308958614387211,-0.5360033746239674,1.0
0.9168167492271324,-0.43217748215637025,1.0
0.21144312781298025,0.7098230197094635,1.0
0.8621478633517167,-1.789471599240471,1.0
-0.23643115906693923,1.1065413034464728,1.0
-2.0350516112070425,0.2873971231906557,1.0
-2.540951766487588,-1.209020889615006,1.0
-0.16386087870857316,-1.4066011358132666,1.0
-1.0324183446659008,-1.6445061237319434,1.0
1.4410137859306607,0.19256118846164003,1.0
0.565063152384536,0.04613977441953093,1.0
-0.25342840958573853,-1.90283374426404,1.0
-0.41763350426611645,-0.5474777093974279,1.0
0.7337073847520609,1.4880163016423151,1.0
1.2469208293092282,0.96707461006939,1.0
-0.7708970476027144,-1.217816012549666,1.0
0.9863795112913154,0.3308793849045855,1.0
-1.6058480016542094,0.45013991172672896,1.0
0.9652929592003264,-0.11871205303547269,1.0
-0.22936855065014167,-0.7227979639961816,1.0
-1.61634927410212,1.1261979579864931,1.0
-0.4645600532027357,-0.2934673769312518,1.0
1.5314093739602856,0.2558394938114527,1.0
0.7302087057960878,0.10119401780662621,1.0
1.4304118930826646,1.6798462950820348,1.0
1.2134779059188152,0.38920326978504083,1.0
-1.9586894980531282,0.038964264523611306,1.0
-0.24944112530136597,0.2073648718896052,1.0
1.140694202071057,-2.8424577572455396,1.0
-0.7230818854051471,0.036085205476355936,1.0
-0.2461447927070874,-1.531957312087483,1.0
0.49913734144170513,0.5588623335253573,1.0
-1.245076470835073,0.4707093107676361,1.0
0.8582714413833008,0.06287573274241653,1.0
0.6836897483687324,0.15137846720658857,1.0
-0.7287849612312018,-1.0418129666519504,1.0
0.22547124133481933,0.3710983775310369,1.0
0.4719247445099866,-0.3119492689417964,1.0
0.41985662182602945,-0.8672245527457418,1.0
-0.8039596905595702,-0.2090321764489873,1.0
-0.9355684024465553,1.0530781905696744,1.0
0.41667152788128764,0.42488173786950134,1.0
-0.17690602382195036,1.8335416842630516,1.0
-0.5331159753783975,-2.299154529651483,1.0
0.26585984037735616,0.15214656853798625,1.0
-0.41618523730472556,-1.103274953709781,1.0
-0.7437431399029852,0.2927312533335987,1.0
-0.8704520485765407,2.543061136225034,1.0
-0.9981941980591617,-1.0282843602953173,1.0
-2.23116857752117,0.2509091944897368,1.0
-2.0237260863830095,-0.5562992926799802,1.0
-0.19176571287532865,-0.5248411614551863,1.0
1.8381957171512813,1.1968210292799608,1.0
1.3103089325320143,-0.5587269537035237,1.0
1.242816028940533,0.3872621404074068,1.0
0.5526269373299645,1.070598189529583,1.0
-1.1700675505435734,-0.6189928144892511,1.0
0.910413427403171,-2.7771965822313236,1.0
1.3266648345278207,0.5462370549899044,1.0
-0.03116838083947688,0.17934085071342576,1.0
-1.1054446671208342,-0.17901481884661502,1.0
1.1687698084777394,1.253336749887282,1.0
3.1890884392666528,-0.03515831889473252,1.0
-0.4321519400695378,-0.6264301665663401,1.0
